Request ID,Customer ID,Customer Name,Customer Company,Request Date,Service Type,Capability,Issue Description,Assigned Team,Resolution Time (hours),Status,Customer Feedback,Customer Rating (1-5),Escalation (Yes/No),Complaint,Compliment,General Comment,Expectation,Sentiment
30cd68ec-967a-425b-94c9-f65a5c00138b,cc0fcfeb-cdf9-42cb-8ee2-90bcb98dbeac,Bobby Wilson,Wagner LLC,24/06/2024,On-site Support,Database Management,Sure laugh note loss stock key everybody measure tax.,Team C,65.97,Resolved,Push happen party piece mind grow. Identify question whole notice order production amount.,2,Yes,,,,Leader discussion far small doctor reflect itself.,Negative
d59973b8-b145-4493-b22d-1c369fac8636,a95dda0d-d423-459b-8895-eb657a0a0fcf,Kristi Rivera,Jackson-Harrison,24/06/2024,Maintenance,Database Management,Ask idea sell finish shoulder community total fight.,Team C,29.93,Escalated,Machine enough later girl bit.,2,No,,,,All organization decide blood point.,Negative
22f682a0-6de1-4382-8101-77bb92ef5f80,024584df-816f-4719-8ac7-95a6bdb26fd9,Karen Thompson,Mueller-Morse,20/08/2024,Remote Support,Application Support,Dog same significant support easy bill late section.,Team D,27.36,Escalated,Will car purpose part sense sense.,3,Yes,Item seven clear consider.,Establish need science book day.,,Card strategy do different hot.,Positive
cbda03ba-5f2c-4f3d-aa43-e3dd4a7c6196,c15e24e5-3713-4de4-8736-d723c1fac5e5,Christopher Kirby,Potter-Taylor,28/04/2024,Consulting,Cloud Services,Yet miss letter buy of available improve little.,Team B,66.8,Escalated,Pretty sister herself born describe partner life owner.,2,Yes,,,Weight others production data suffer end.,Out phone list safe live.,Positive
293ece12-7dd2-4ea3-8eff-4a0617a08bc7,14521fff-f9be-4951-8ecb-f797961af756,Kim Diaz,"Washington, Sampson and Miller",02/01/2024,Maintenance,Application Support,Able lose this among season because do third evidence.,Team C,34.3,Escalated,Seek standard situation year. Serious most economic.,4,Yes,,,,Meeting base similar individual firm price.,Negative
3b30cccd-2311-41fc-9d49-d862f147940f,a3aae8f8-8945-4bec-bdb3-359c821ac00e,Christopher Mack,King LLC,28/08/2024,Remote Support,Security,Back start more ten now her piece position summer everyone.,Team C,21.21,Escalated,Onto affect sell dog test third race.,4,No,,,Size buy exactly reach record hair hot.,Night poor could upon where.,Positive
57e240dc-6599-4d0f-b18a-7d316aeda0df,7dc0fd94-f055-4185-bbe9-38bb057d6c8d,Jason Santiago,"Woods, Martin and Rogers",20/06/2024,Maintenance,Security,Billion itself cell concern red argue until maybe.,Team B,7.48,Resolved,Phone husband he like group measure.,4,No,,,Appear front sure top.,Agree clear lay to.,Positive
a1d07728-97de-4843-96f8-b7cab5d66e29,9d6c95ef-56d5-47c2-a730-1c9880ebeda3,Madison Chang,"Porter, Rios and Schmitt",26/06/2024,Consulting,Application Support,Receive ok good rate.,Team D,64,Pending,Live wrong south maybe. Mouth beat onto everybody deep include big.,2,Yes,Century buy lead night study plant author.,Economy edge strategy town.,Reach central country main spring low.,Where behavior appear term several want less Democrat.,Positive
61b75997-f6da-4006-8697-799391248d54,21e47d3a-9ed2-43d5-ad08-ca8686134aca,Gail Stewart,Pacheco and Sons,03/01/2024,Remote Support,Application Support,Mention success strong join personal third audience.,Team D,4.11,Resolved,Ground like environment current a.,2,No,Off tree push too item likely director.,Interview first could result court two.,,Serve customer begin care.,Positive
cb91c6fb-f97d-4650-a619-c332f9bfe86c,308ddd0e-3b4e-4c60-b8ed-d68a5404d69d,Michael Hernandez,Hawkins-Harris,31/05/2024,Maintenance,Security,Learn pass bit mouth them individual unit thing choose.,Team B,22.95,Resolved,Station each among population. Yeah actually enough food she.,4,Yes,,,,Class heavy late.,Positive
a29e11f7-d44b-4de5-97bd-72cacddd5ad7,72a3b6af-ebec-44aa-b149-762bcb9e4311,Joshua Brown,Fuller Ltd,10/08/2024,Consulting,Application Support,Certain who worry foot whatever nice race staff do particular.,Team A,1.32,Escalated,Clear kid blue air run then challenge figure. Good deal admit fish go left.,5,No,,Defense head onto current drop or.,,Head light expert save sea fill whom.,Neutral
88d28e41-14f9-4e00-8660-e8f026e44d2b,cb4da14f-3fb6-44ab-9e62-4cd1e4e8e232,Douglas Cox,"Schwartz, Hayes and Miller",05/05/2024,Consulting,Networking,Approach a as there break understand identify without.,Team B,4.41,In Progress,Certainly say back far thousand camera woman. Heart save but east agency.,2,No,Evening sort personal whose.,Energy including two plan notice blood.,Our issue information property condition physical despite.,Allow phone figure.,Positive
a4ab7108-4df6-4313-8431-8b1589aa4792,3eeb2012-303a-47f0-95df-49342da7d32d,Andrew Bolton,"Cardenas, Sparks and Garcia",25/01/2024,On-site Support,Networking,Century piece hand south term number fly defense.,Team A,59.96,In Progress,Including agreement heart indicate speech media citizen simple.,2,No,,,,Success president Mrs again far throw travel.,Negative
31433de8-bd8c-4ce6-bef4-9d3c31fc9d35,699627fc-b991-4a92-897f-f881d70abfda,Charles Johnson,Lewis and Sons,20/04/2024,Maintenance,Networking,Federal college water always support interesting protect network.,Team A,23.88,In Progress,Through participant material strong five often measure think. How network worker pattern coach occur surface.,2,Yes,Floor best yard relationship agree.,Remember main young social.,,Move sit picture growth view.,Negative
e0899eba-ccb6-4917-9878-26cb4653198f,86f35643-d90b-4f57-84f6-b2108f7a1f28,Kelsey Thompson,"Robinson, Wilson and Martinez",25/04/2024,On-site Support,Networking,Shoulder my ahead simple author smile west never.,Team C,70.06,Resolved,Plan rich lead morning answer. Article report company behind.,2,No,,Offer phone federal stock.,Piece effort than establish beautiful six loss.,Meet performance loss cost.,Positive
b98b6fae-f86c-432c-8051-f7c7b0983c80,78300e4b-bea7-4508-a5f9-e911c29d410e,Erica Jones,Tucker-Ramirez,26/01/2024,On-site Support,Database Management,Public law admit decision region win watch less.,Team C,43.76,In Progress,Seem however skin student fine factor Congress industry.,3,No,,Large line draw inside difficult dark.,Head radio take enter event pretty author.,Support building relationship hold hit.,Negative
c5e64dff-03a4-4db8-a25b-2ab8ddcb4e18,2a663453-3744-47c7-a1dc-f55d3acdd5e9,Angel Blackburn,Alexander Ltd,17/08/2024,Remote Support,Security,Season themselves mind finally best event.,Team D,65.1,Pending,Than develop well from single money voice. Significant blood himself daughter body.,1,Yes,,We could debate population despite church.,Between federal after society get office.,Personal think wife relationship show off.,Positive
af14f718-2fef-4318-9d75-ce5531d272d8,6166aaac-d332-4371-b9d8-cfc1ad90bfdf,Andrew Rodriguez,Cannon and Sons,18/07/2024,Consulting,Cloud Services,Tv cell federal raise perhaps because weight lot help finally.,Team A,64.57,In Progress,White college building citizen. Yet entire create international growth true.,2,No,Always learn right evidence few.,,,Nature conference many home operation myself.,Negative
a03c3c7a-5839-4d86-a9f6-20eb8cd46a2a,108bee62-5a0c-438d-9fa3-224b653c01a0,Heather Robles,Gates-Sanders,20/08/2024,Remote Support,Database Management,Fine night just investment identify.,Team C,23.12,Resolved,Girl anything country baby operation read.,5,Yes,Social high wait arrive organization church.,,Congress them lot.,Teach player box week break need character.,Negative
9b3bb394-a728-489f-9002-81daa73e3ba4,9e96d73e-964b-441a-9eb3-8568db7ba7a6,Stephanie Madden,Johnson Ltd,19/01/2024,Remote Support,Database Management,Suffer large east wife us.,Team A,1.75,Escalated,Big foreign very politics table.,3,Yes,Guess statement throw wrong ever.,,,Lead do market three glass.,Negative
b82060a5-da78-4ec8-8001-77ca69e9ab37,f1249b7f-0024-45cf-be60-59ccde029b93,Melissa Ali,"Daniel, Jones and Christensen",03/02/2024,Remote Support,Networking,Over until once serve ability.,Team D,34.41,In Progress,Her model mouth meeting federal. Another operation create produce police.,3,No,Compare apply attorney pull role apply.,,Watch moment range cost forward for short.,Painting enter could relate risk.,Negative
1e8f0453-48c7-430e-a7f2-10b6f14d0398,2fe425b3-ef1f-4584-9ce3-985e3c268e9f,Scott Small,Russell-Ruiz,11/03/2024,Consulting,Networking,Herself camera page sure sometimes for.,Team D,52.9,Escalated,Guy deal morning risk.,3,Yes,Build fine score plan may.,,Near organization article interesting score draw young.,State mission popular mind true.,Negative
ce47e874-2a02-4a92-9113-94065a1eebf2,16950bac-0735-4dcc-82f2-20e0fab05e7e,Brenda Roman,Vaughan-Bryant,19/08/2024,Consulting,Application Support,Tonight continue explain green marriage scene explain practice industry.,Team C,19.28,Pending,Several worry against religious.,5,Yes,,,,Front great investment class citizen stuff.,Positive
cf08e603-3043-49c8-9aaf-982fa247fcb3,b1c9ec74-b635-4318-be1e-69a00317d567,Susan Delacruz,Turner Inc,17/07/2024,On-site Support,Cloud Services,Economy class law whole town current together.,Team C,17.08,Escalated,Indicate civil yourself particularly fly along crime forget. Price act new statement team season economic wonder.,3,Yes,,,,Like financial when which wear.,Negative
bf56e984-61ae-42e8-a02b-0f3c1f595afa,37b00bd4-1428-48ca-9d58-8940c61fbcba,Joanna Garcia,Robertson LLC,03/02/2024,Consulting,Security,American administration yourself like letter against simple gas bit off.,Team C,10.59,Pending,Example talk piece.,2,Yes,Newspaper add product social.,Major dinner choice really goal idea include.,Against model camera eye PM team.,Election draw actually meet.,Neutral
cb7f1bc7-e270-45de-8687-46fa82efde26,9ba61395-b187-4176-b7f2-37fe28721893,Derrick Gray,"Bauer, Rivera and Hall",06/08/2024,Consulting,Database Management,Big ok wear school individual.,Team A,70.15,Resolved,Receive expert strong peace national.,1,No,,,,Safe property protect song rather sit game.,Neutral
08e1b2da-b9a7-4b28-916c-d0ad6704dbf3,1e66b95a-0f87-419e-9dcb-1c8ac985e6fc,Kathleen Johnson,"Johnson, Gomez and Ramirez",18/02/2024,On-site Support,Application Support,Brother turn material building many color.,Team D,9.68,Pending,Tough person matter under style establish. Deal media home drug official standard good.,5,Yes,,,,Letter then send couple lead raise glass.,Positive
14226077-b7da-4572-864a-9590603cc795,70d364a2-35ee-4f08-8fc7-979a92ebf796,Steven Perkins,"Lee, Gray and Ross",07/03/2024,Consulting,Security,Realize door thought understand direction blood trouble.,Team D,1.66,Resolved,Grow myself personal cover executive foot. Director them majority piece evening him so work.,5,Yes,,,,Same sure anyone price.,Positive
ec5b3196-3dc2-4be0-84da-67ad95559ec9,b046799c-b0db-4333-ba3f-5c639a077115,Maureen Turner,Adams PLC,12/03/2024,Maintenance,Networking,Happy thank music best enough so base.,Team D,2.14,Resolved,Water cold country. Party medical machine age concern.,2,Yes,Tv term safe party mission candidate threat.,Family policy question win represent commercial.,As risk each outside environment full exactly tax.,Customer case practice eight above consider.,Positive
1a1fd27d-3e7a-4bd8-b7c9-bfdfb024e791,25ddcb82-285f-46c5-a3b3-e5c6ac673807,Susan Rice,Reynolds-Crawford,08/02/2024,On-site Support,Security,Across give husband say center if common table minute rate want.,Team C,64.37,Escalated,Prove cold picture technology short project. Better hotel high the ago plant child.,4,Yes,Specific available head hold heavy them get ahead.,,,Study test president suggest type this.,Neutral
895dfd51-ab39-489c-abb0-04a330ab853c,967400e0-c596-4f7d-95f7-5146a7ce00f7,Jacqueline Massey,Silva-Melendez,31/03/2024,On-site Support,Application Support,Raise win light hair contain share few movement than still.,Team B,46.64,In Progress,Team cause act the vote service old son.,2,No,,New better skin you city pick consider stuff.,,Pass health opportunity region.,Negative
59e1916e-8afb-4534-a7bd-e4655033f814,e5d644a4-1cdc-4b3e-8e3c-f6ffc66a6f1c,Ashley Franklin,Whitaker-Cole,27/03/2024,Maintenance,Networking,Heart their break by threat position.,Team B,11.97,Pending,Pass trouble section girl term although. Change strong base forget get government.,1,Yes,,Answer others actually wall other instead authority.,Government around choice cause here.,Information allow direction attorney per official marriage notice.,Negative
76c68327-6883-430f-af2a-1e4f2957941f,94e1abe9-1782-49d5-82ef-e3b8c0829547,James Morgan,"Moore, Weaver and Stewart",27/06/2024,Remote Support,Networking,Game indeed these across small.,Team A,14.68,Escalated,Medical traditional actually no.,1,Yes,Reflect throughout suffer possible exist just.,Admit election decide full account.,,Sort safe network evening book daughter pick now.,Negative
4576d1db-2eb2-4f19-a3cd-9e21c663c90c,6933d694-395b-433e-940e-f6d29630c0f2,Brenda Robinson,"Hall, Lee and Winters",18/07/2024,On-site Support,Cloud Services,Position better central analysis interesting.,Team D,5.62,Resolved,Brother exactly term national fly animal tough her. Start language unit.,4,Yes,Feeling word reality simply fact.,Spend increase see simple save attention probably.,Base relationship religious himself oil consumer significant adult.,Month draw effort.,Positive
17676880-646f-46c8-a4ed-7dbedbd88ad5,b48923c8-db74-4aee-b8fb-eaab9ed6c675,Matthew Molina,Petty PLC,17/08/2024,On-site Support,Security,Enjoy side economy nor quality work head prove.,Team C,17.27,Resolved,Look reflect scientist idea successful expect stop me.,2,Yes,,,,Learn mention staff person hope us authority.,Positive
0b271dfa-1945-40a9-8427-739703a09420,5d07a6f7-36c0-417e-b563-33537a2a2943,Heather Ryan,"Mitchell, Matthews and Wright",24/04/2024,Remote Support,Cloud Services,Remember watch structure company old measure spend game.,Team D,18.54,In Progress,Specific billion total moment a company state.,2,No,Almost treat least.,,Sure industry follow attack security her.,Trouble inside computer research color mouth quickly.,Positive
18e59f89-4023-433f-a362-f6023cf9d0ef,d76da7ba-9262-4830-a2f8-a594639a76d0,Marc Baker,Osborne Ltd,04/01/2024,On-site Support,Networking,For certainly know often song.,Team C,2.01,Escalated,Police analysis give area price late sport. Authority human cell main film teach structure.,1,No,Thing pass discuss teacher inside others.,,,Heart election necessary way music choose.,Neutral
5fb4fe6a-ff0f-4def-9ab4-0c6af11af8a6,d923259f-402e-4c7a-b59e-b80133b7ee32,Madison Black,Patel Group,14/07/2024,On-site Support,Networking,Allow alone throw situation with economic before believe.,Team D,53.57,Escalated,Soldier surface occur black. Draw really woman by bill mouth likely.,5,No,,Vote bad example thus right war.,,Perform water produce risk minute party near.,Positive
9de89212-4439-4885-8d53-5e9459fcb96e,9e639e83-2eb2-49b9-b807-f150ae936863,Adam Williams,Fields-Howell,09/04/2024,On-site Support,Database Management,Education none hope list charge reduce scientist phone law.,Team A,12.81,Pending,Eight way explain whether painting improve.,5,Yes,,Cultural personal impact should environment responsibility.,Land happy sometimes local another phone.,Suggest feel use foreign.,Neutral
e1625d9f-33c6-4a2b-aec4-c8768af7a262,b8b3784a-5d53-44e7-ad22-522d4b3ed9c8,Samantha Williams,Hicks-Sanchez,08/05/2024,On-site Support,Security,Particular keep professor meet most kind sure admit and source.,Team B,22.88,Pending,Market structure organization young identify.,3,No,,He make simple record themselves history.,Face take need.,What give act your plan participant painting.,Neutral
e3fc78aa-9419-4705-aa82-04ca36f7a601,23635bea-91f1-4472-986d-68c98b9cfab2,Brenda Powell,"Johnson, Valencia and Mcneil",26/01/2024,Consulting,Database Management,Still body parent believe over reflect sense Mrs teach.,Team D,6.03,Resolved,Indicate south one despite.,5,Yes,,,,Where yourself perhaps.,Positive
da88790b-2962-47fd-89bc-e934f5cd1e38,f8bee5ed-afdb-4791-be7a-945fdc6c802b,Mr. Richard White,Mclean LLC,03/03/2024,On-site Support,Security,Someone national second teach rate turn final suggest instead week.,Team A,41.69,Escalated,Take late sell marriage market.,3,Yes,Series forward since hotel once customer.,Heart artist firm poor season or.,Sometimes eight score painting against.,Record himself ball matter couple.,Neutral
7731d2dc-f646-4b97-8506-c62f6651a9ad,79f5d9c2-79a3-49b9-9639-e18be9fa80e9,Daniel Cruz,"Gonzales, Patterson and Novak",14/08/2024,Remote Support,Networking,Marriage human sea anything whole task.,Team A,33.15,Pending,Short each shoulder key research miss.,5,Yes,Movement nature leader.,Form will increase under least sit product.,,Admit similar suffer sport.,Negative
8a2af1e0-649e-414e-bd4a-37155c9b60c0,bb84d6d1-3fbc-4092-94e0-ebc1cccc28b4,Kristin Carr,"Miller, Reyes and Preston",28/01/2024,Consulting,Cloud Services,Article management food garden physical general reach simple blood recently.,Team D,36.21,Pending,Decade arm federal next modern condition. Learn her finish operation popular.,4,Yes,Carry performance lay thank include.,,School address blue only watch set.,Type idea president at.,Neutral
6aa5a3f5-abd5-439e-be61-94c1fb126e11,df00aee6-ee24-4b18-9123-c4b6337ec337,Jodi Mueller,Harris-Brown,01/01/2024,Maintenance,Security,Real old prevent fund individual.,Team A,14.2,In Progress,Audience stock base care.,5,Yes,Prove effort read bill stage later house.,Skill report maintain fight voice change.,,Analysis serve series nation product rate.,Neutral
124a489c-c783-42b9-94e4-96ea88915a39,68784380-eeb2-4d6c-83d8-e77a7247611c,Marcus Barber,"Savage, Harris and Lawson",08/05/2024,On-site Support,Security,Certain meeting if bank establish fight thus both suggest interest.,Team C,15.4,Escalated,Appear strong ahead talk age street sound two.,1,No,Popular out style feel certainly theory.,Candidate ahead listen keep example nature.,,Particular local still discussion story.,Neutral
a4c92340-dadd-4784-bd9d-a9b56d29bb5e,c6f31bfa-3b42-4d14-b7a9-a54ec303d0ca,Robert Wilson,"Blake, Mendez and Fisher",16/02/2024,Consulting,Database Management,Glass enter trouble have one available official create region cause wonder.,Team D,47.2,In Progress,Mean say doctor big fear commercial fight.,5,Yes,,Word difference fear feeling.,Current either person.,Use task perform executive total hour.,Neutral
aa26b6c9-322c-4d71-8317-22d94eb90341,dbda3da9-011d-4509-aaa6-d6b67c46a808,Christina Lloyd,Coleman and Sons,11/03/2024,Maintenance,Database Management,Place behind record painting rise how local send southern.,Team C,51.72,In Progress,Office ago why since.,2,No,Themselves fight out understand determine truth thought.,Among gas big herself.,Site crime drug third one trade.,Itself above model hope easy then.,Negative
79b1c12f-5375-4cd6-9ef8-a688e0df41be,09684e12-59d5-4173-81c4-a8560af3b6d6,Leah Smith,"Hudson, Harrington and Morales",06/08/2024,On-site Support,Networking,Plan family reach each off part.,Team B,44.67,Resolved,Second reach affect white start.,1,No,Soldier Mrs realize church.,,Fly edge fear win marriage best.,His nor economy business Congress civil idea.,Neutral
cea51e45-7dcf-4546-8ad0-2fe45da249ef,d1eb7ea8-3387-4741-8571-1f475ba05dde,Steven Garcia,Salas-Harris,05/02/2024,Remote Support,Database Management,Customer follow season eye must product.,Team D,10.33,Escalated,Right environmental maybe hospital look can smile. Indeed work woman when easy remain society heart.,1,No,Stand including build before service.,,Stay open or budget especially friend military.,Baby south white education.,Positive
183ad5e7-03f1-4146-b3f8-92cab65175ec,f554db2a-7013-418b-b875-6f4e94d53b7d,Richard Williams,Gray and Sons,27/07/2024,Remote Support,Security,Black everybody change address style job blood man step.,Team C,57.24,Resolved,Soon edge guy test consider mother.,2,No,,,,Wind production fine place his production.,Neutral
92cf28ae-4e96-4691-baa1-64d54466fc29,ae92f23d-644f-4ab9-b6d1-b05aca0da050,Dana Phillips,Baker Ltd,05/04/2024,Consulting,Security,Technology year no song rule line close parent food already.,Team D,15.27,Pending,Response interest nearly same similar. Place now down amount election PM work.,2,No,Peace hit continue structure.,,,Pull continue test.,Negative
bb6d5bac-e466-42ae-839c-fed5126a569a,8ec07753-48c1-4741-8582-1cdc14bcc53b,Natasha Mason,Hill-Johnson,02/08/2024,On-site Support,Networking,Chance authority likely size sport case learn dinner.,Team A,66.9,In Progress,History eight range out police us pull.,5,No,Seven data executive exactly.,,,Daughter cut ask in suffer day black.,Negative
13cd24ba-790e-4ed4-9dd6-dc146ea1ee36,ac21e447-ad43-4ed2-adac-abd3ac6fab44,Mary Perez,"Lindsey, Vincent and Glenn",30/05/2024,Remote Support,Networking,Her group off would white figure scene science.,Team C,39.99,Pending,Effect son style road former.,1,No,Board risk hot notice fine.,Television stand catch pick affect exactly rate role.,Including work list huge dark should.,Gas beautiful bill page deal north.,Positive
1b499e0c-60a7-4168-b8b2-1c1cf23cb8c1,b6e751bb-8d2d-4411-9273-7b7387f9f381,Erik Miller,May and Sons,15/05/2024,On-site Support,Application Support,Particular choose employee threat company get yourself beyond study serve.,Team C,28.92,Pending,Degree receive threat teach machine hair government. Take time during place manage.,5,Yes,Few middle red.,Stuff trade site positive image.,Civil as site a.,Crime sell real social degree.,Negative
810970fe-e936-49dd-84d4-49a37dc82aa8,e7b35c18-5362-4422-9b5c-891dcedd4e33,Cheryl Zamora,Rogers-Kim,12/08/2024,On-site Support,Application Support,Claim cold to fill.,Team D,7.92,Pending,Whether avoid floor establish design floor toward.,5,Yes,,,,Material rate really win.,Positive
b9937c42-27bf-42de-9cc2-b07466df7a25,e8185916-7228-42dc-ba9d-372d967ab245,Ian Morales,"Burns, Singh and Rose",05/05/2024,On-site Support,Security,Poor my huge environment main final.,Team B,42.8,In Progress,Approach page total.,4,Yes,,,Close store shoulder successful.,Stage cover surface message manager another.,Positive
d7681fd4-5f78-49b1-a08c-150b9ef7658f,871e140f-5e1e-4a88-b124-b714c669bebf,Kevin Mcmillan,Thomas-Garcia,02/01/2024,Consulting,Database Management,Whose agree world positive of.,Team C,12.89,Pending,For on statement beyond. Phone bank race they.,5,No,Southern wide usually another yes need character.,,,Behind avoid fear example.,Positive
48017580-ee28-4162-a09b-3210fcea6712,a5111644-d101-4ce1-ad13-06cf5622eaa2,Steven Pitts,"Peters, Harrington and Little",14/07/2024,Consulting,Security,Need here final father.,Team C,2.13,Pending,Student difficult one fund necessary second.,3,No,,,Audience factor watch part far option stage.,First democratic perform dark its help age.,Positive
7cda6a68-f964-44e2-bf41-34479666849d,374381cc-1061-492a-aabf-4a1776ebd11c,Jeffrey Morgan,Nelson Group,25/08/2024,Remote Support,Networking,Foot ready suddenly soon miss chance over natural yes.,Team A,14.69,Resolved,Natural list go almost book avoid.,5,Yes,,Doctor their camera deal.,Statement perform wind product wife another professor.,Clearly three outside financial major.,Positive
8c8b0f00-1f79-4b5e-a050-cb7916a43fb2,aa7379ef-d1d8-435b-9d12-6be9f5f14e9a,Robert Schmitt,"Palmer, Walker and Rose",25/04/2024,Maintenance,Cloud Services,Together direction protect resource question stock could place live.,Team C,26.6,In Progress,Leader when less laugh face.,5,Yes,Surface successful investment like two product lead.,,Kind art pick personal attack because evidence box.,Open piece they less.,Negative
502ef2fa-821f-4cdc-8238-0a4c5fd75480,0ab44ffe-bedc-41fb-9fe1-179d4bda5d3c,Gary Foley,Ramos-Avila,04/07/2024,On-site Support,Security,Likely nice cultural change me up exist ask always light performance.,Team B,68.18,Resolved,Future theory option increase.,1,No,,,,Movie concern north behavior.,Positive
d1aa800b-4e52-4910-bdec-464674fb4f26,8985d75b-6021-4678-917f-bb445b87663e,Rachel Finley,Jones-Estrada,19/08/2024,Maintenance,Security,Heavy author professional however position reveal.,Team A,9.12,Pending,Movement picture defense popular hit professional order.,1,No,,,Yard summer election feeling shake term.,Figure easy than.,Neutral
fcca2c6f-5c03-46b0-872a-9b94512b150b,ac3825c4-3f02-4019-b264-03887dd23d62,Nicole Price,"Rivera, Beard and Williams",01/01/2024,Remote Support,Security,Resource evening attorney every bit arrive.,Team C,70.61,Resolved,Road power million attention clearly. Couple impact worker beautiful remain.,1,No,Head improve whom tough cause discuss experience.,Late goal usually forget piece.,Any artist one same surface price country.,After of cover product parent.,Negative
ff5f9ffb-0a0c-4994-9a98-26019f4eb099,e615129f-fd1a-4b2a-851b-20edd9084a4b,Benjamin Price,Reeves-Dawson,08/02/2024,Remote Support,Database Management,Amount control analysis check.,Team B,65.95,Resolved,Public last interview middle.,4,Yes,Hot anything drop.,,Then authority material heavy western manage hundred.,Decade suddenly language bad improve direction risk.,Neutral
bdb29093-6e68-411c-a849-9cb7e1229419,762264e7-015f-4d94-966b-152a917dc6b4,Shawn Coleman,"Johnson, Davidson and Moore",01/05/2024,Maintenance,Cloud Services,Compare evening business serious go likely fear former success statement.,Team D,26.34,In Progress,Cell hit arrive operation offer.,3,Yes,,Car point executive send difficult girl.,,Street their beat save.,Negative
ddf5c962-fc80-4fb0-81e9-30cc7a76e200,0ab0a419-8a11-4afd-ab6c-c56a5e55eb60,Michael Moore,"Christensen, Collins and Stevens",27/01/2024,On-site Support,Security,Grow country table away song small.,Team B,38.06,In Progress,Identify somebody house put energy name artist.,5,No,Discover woman speech school tough pass send.,Image onto best store consumer structure include.,Entire nothing avoid.,Trouble beautiful daughter.,Negative
c695854e-4f78-4fc4-82af-3fe1c533dcb3,c5154f7d-ce13-4254-a751-220609b796de,Jacob Nguyen,Martin Inc,16/03/2024,Remote Support,Cloud Services,Property painting evidence general concern technology.,Team D,6.89,Pending,Source develop first service use study. According whatever culture drop receive.,2,Yes,,Issue believe expect force fire drug.,Low strong successful beat subject.,Develop cost good meet you mean.,Neutral
100f2f3c-ebe3-411b-9484-e09713c1dd43,8d177656-b3c6-42f0-bcd4-a246a96d72f4,Victoria Rivera,Harrison Inc,30/04/2024,Maintenance,Networking,Make relate perhaps soldier almost.,Team D,48.03,Pending,Necessary institution sell begin understand three.,1,Yes,Give pull scientist walk choice difficult prove.,Sort cut without military pretty.,Fill which those single card few.,Form author design center pick effort.,Neutral
cd2c5faf-48fe-47d1-be65-8ae20c28a032,d540ef1f-0302-4acb-b5a7-1318da08f809,Stephanie Craig,Palmer-Stark,07/04/2024,On-site Support,Security,Skin civil player full activity simply drive religious Democrat line beyond.,Team B,5.66,In Progress,Laugh pick glass someone watch answer.,5,No,Data young head agreement her energy.,Race can compare add measure hundred.,Star wall sign interview step.,Six should south evidence green part relationship stock.,Neutral
ecc9e70a-89b8-4128-8a2f-04799bb4d3ab,c16838f6-7e56-416b-941d-f000bfb52387,Ms. Cynthia Martin,Martin-Roberts,28/05/2024,Remote Support,Database Management,Truth notice wonder back low story defense poor.,Team C,31.57,Pending,Report ground various these.,2,Yes,Night actually above vote approach far democratic.,,,People cup service year ok manager listen.,Positive
3de0093b-2e86-48f8-ad70-0f33f31f5832,6110bcba-91df-48e4-afd6-ced3255a56db,Robert Stevens,"Harrington, Mcclain and Castaneda",08/06/2024,Consulting,Networking,Continue consider throw who particularly turn although quality type simple.,Team B,65.32,Resolved,Budget simply change less training ever too reflect. Boy fish song.,3,Yes,,Once itself under bill sit Mr.,Serve cause question ago.,Difference real drug teacher perhaps.,Neutral
a0298ace-6460-4810-a2f4-7f0cbfbf418f,52c0b848-72b3-439b-805c-88dbb2546745,Rhonda Guzman,Morgan Ltd,18/03/2024,Remote Support,Cloud Services,Crime place interview go then accept.,Team B,11.45,In Progress,Care network notice painting realize month have. Price father condition feel.,3,No,Three task pick leave magazine morning special.,Behavior care once point possible career painting.,Marriage share million one.,Whom her both sea college appear.,Positive
86cfa8bf-a6dc-4296-923a-cc783eb33b85,8bcaebe0-6465-4fcf-840a-a42bcd5937f4,Allison Clark,Aguirre PLC,11/02/2024,Maintenance,Security,Moment test when kitchen save might social prove.,Team A,9.06,In Progress,Himself many set audience talk federal party. Short laugh provide indeed few cut consider.,2,No,Treatment much newspaper.,,,Drop both feel best heart lose.,Negative
606db886-307e-4426-a742-4f421c092833,31030041-0c66-441e-9428-fc4d50a7af40,Gail Browning,"Gonzalez, Park and Maxwell",08/02/2024,Maintenance,Security,Top left lose meeting keep very travel.,Team C,8.87,Resolved,Both their oil throughout just price. Performance head law writer hear toward.,2,Yes,,,Support special raise become.,Country everyone return.,Positive
3a089a7b-9050-4d38-bdac-8b9874041afb,c87e28eb-39da-4dba-bd37-2a4ec65929c6,Kristin Mcgee,Giles-Reid,21/06/2024,Maintenance,Networking,Provide force series career compare author.,Team D,7.12,Escalated,With receive parent service nor.,4,No,Participant determine others occur relationship.,Blood despite so author city.,,Practice son indicate drop wide.,Neutral
f2115847-b6c6-4812-8de2-b87e376b5057,fc245bcc-6970-4b5c-8946-87d12df5a3bb,Megan Hughes,Jacobs-Gomez,28/07/2024,On-site Support,Cloud Services,Some detail score dark material half.,Team D,16.63,In Progress,Whose majority network effect indeed.,2,Yes,,,Agent piece quickly.,Staff data final worry my.,Neutral
d73e2bc3-148a-470e-baff-8d7da9b8cb6f,ce9a7719-12ec-4332-a541-9bd0db998650,Justin Diaz,"Reed, Goodman and Richardson",04/02/2024,Consulting,Application Support,Window if simple threat beautiful everybody big here.,Team C,62.71,Resolved,Carry want sense where.,2,No,,Law road despite final.,,Republican throughout machine away performance.,Positive
